S/N,Code,Description,Table,Classification
472,SB819S,"SPINE (EXCLUDING CERVICAL SPINE), VARIOUS LESIONS
- INTERBODY FUSION (THREE OR MORE SEGMENTS) WITHOUT ANTERIOR/POSTERIOR INSTRUMENTATION",7A,New
473,SB814S,"SPINE, SYRINGOMYELIA, LAMINECTOMY AND DRAINAGE",6B,Existing
474,SB818S,"SPINE, VARIOUS LESIONS, SPINAL RHIZOLYSIS INVOLVING EXPOSURE OF SPINAL NERVE ROOTS",6B,Existing
475,SB700T,"TENDON (UPPER LIMB/ LOWER LIMB), VARIOUS LESIONS, TENDON TRANSFER (MULTIPLE)",5C,Descriptor change
476,SB701T,"TIBIA, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION WITH PLATES AND SCREWS, COMMINUTED",5C,Existing
477,SB702T,"TIBIA, TIBIAL PLATEAU, COMMINUTED BICONDYLAR, ORIF",5B,Existing
478,SB703T,"TIBIA, TIBIAL PLATEAU, UNICONDYLAR COMMINUTED/SIMPLE BICONDYLAR, ORIF",5A,Existing
479,SB704T,"TIBIA, TIBIAL PLATEAU, UNICONDYLAR, ORIF",4B,Existing
480,SB705T,"TIBIA, TIBIAL SHAFT FRACTURE, INTRAMEDULLARY
NAILING (LOCKED/UNLOCKED)",4B,Existing
481,SB711T,"TIBIA, LENGTH DISCREPANCIES, GRADUAL LENGTHENING PROCEDURES WITH OSTEOTOMY AND INTRAMEDULLARY NAIL",5A,New
482,SB707T,"TOES, VARIOUS LESIONS, RAY AMPUTATION (TWO TO FOUR RAYS)",2C,Existing
483,SB708T,"TOES, VARIOUS LESIONS, RAY AMPUTATION (SINGLE)",1C,Existing
484,SB709T,"TOES, TOE DEFORMITY",1C,Existing
485,SB710T,"TOES, TOE DEFORMITY, MULTIPLE/COMPLEX",3B,Existing
486,SB800T,"TENDON (PERONEAL), SUBLUXATION, RECONSTRUCTION",4A,Existing
487,SB801T,"TENDON (UPPER LIMB), BOWSTRINGING/ENTRAPMENT, PULLEY RECONSTRUCTION",3B,Existing
488,SB802T,"TENDON (UPPER LIMB), CONTRACTURE, TENOTOMY",2C,Existing
489,SB803T,"TENDON (UPPER LIMB), VARIOUS LESIONS, TENDON TRANSFER (SINGLE)",4A,Existing
490,SB804T,"TENDON SHEATH (UPPER LIMB), DE QUERVAIN'S (BILATERAL), RELEASE",3C,Existing
491,SB805T,"TENDON SHEATH (UPPER LIMB), DE QUERVAIN'S (UNILATERAL), RELEASE",3A,Existing
492,SB806T,"TENDON SHEATH (UPPER LIMB), GANGLION/VILLO- NODULAR SYNOVITIS, EXCISION",2B,Existing
493,SB807T,"TENDON SHEATH (UPPER LIMB), TENOSYNOVITIS
(MULTIPLE), DRAINAGE",3B,Existing
494,SB808T,"TENDON SHEATH (UPPER LIMB), TENOSYNOVITIS (SINGLE), DRAINAGE",2B,Existing
495,SB809T,"TENDON-ACHILLES (LOWER LIMB), DISRUPTION, REPAIR",3A,Existing
496,SB810T,"TENDON-EXTENSOR (UPPER LIMB), ADHESION,
TENOLYSIS (MULTIPLE)",5A,Existing
497,SB811T,"TENDON-EXTENSOR (UPPER LIMB), ADHESION, TENOLYSIS (SINGLE)",4A,Existing
498,SB812T,"TENDON-EXTENSOR (UPPER LIMB), INJURY, REPAIR (MULTIPLE)",3A,Existing
499,SB813T,"TENDON-EXTENSOR (UPPER LIMB), INJURY, REPAIR (SINGLE)",2C,Existing
500,SB814T,"TENDON-FLEXOR (LOWER LIMB), DISRUPTION, REPAIR (SINGLE)",2C,Existing
501,SB815T,"TENDON-FLEXOR (UPPER LIMB), ADHESION, TENOLYSIS (MULTIPLE)",5C,Existing
502,SB816T,"TENDON-FLEXOR (UPPER LIMB), ADHESION, TENOLYSIS (SINGLE)",4A,Existing
503,SB817T,"TENDON-FLEXOR (UPPER LIMB), DEFECT, GRAFTING (MULTIPLE)",6B,Existing
504,SB818T,"TENDON-FLEXOR (UPPER LIMB), DEFECT, GRAFTING
(SINGLE)",5C,Existing
505,SB819T,"TENDON-FLEXOR (UPPER LIMB), INJURY, REPAIR (MULTIPLE)",4B,Existing
506,SB820T,"TENDON-FLEXOR (UPPER LIMB), INJURY, REPAIR
(SINGLE)",3B,Existing
507,SB821T,"TENDON-FLEXOR (UPPER LIMB), INJURY, TENDON GRAFT",4C,Existing
508,SB822T,"TENDONS-FLEXOR (LOWER LIMB), DISRUPTION, REPAIR (MULTIPLE)",3B,Existing
509,SB823T,"THUMB, DEFORMITIES, CORRECTION",4A,Existing
510,SB824T,"THUMB, PARALYSIS, OPPONENS PLASTY",4B,Existing
511,SB825T,"THUMB, VARIOUS LESIONS, POLLICISATION OR
MICROSURGICAL RECONSTRUCTION",6B,Existing
512,SB826T,"TIBIA, DELAYED/NON-UNION, RECONSTRUCTION",5C,Existing
513,SB827T,"TIBIA, FRACTURE(S), OPEN REDUCTION AND INTERNAL FIXATION WITH INTRAMEDULLARY ROD",4B,Existing
514,SB828T,"TIBIA, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION WITH PLATES AND SCREWS, SIMPLE",5A,Existing
515,SB829T,"TOES, VARIOUS LESIONS, TOE AMPUTATION (TWO TO FOUR TOES)",2C,Existing
516,SB830T,"TOES, VARIOUS LESIONS, TOE AMPUTATION (SINGLE)",1C,Existing
517,SB831T,"TOES, VARIOUS LESIONS, ARTHRODESIS",2C,Existing
518,SB832T,"TENDON, EXTENSOR (UPPER LIMB), DEFECT, GRAFTING (MULTIPLE)",5A,Existing
519,SB833T,"TENDON, EXTENSOR (UPPER LIMB), DEFECT, GRAFTING (SINGLE)",4A,Existing
520,SB834T,"WEDGE RESECTION OF TOE NAIL (SINGLE TOE), MEDIAL AND/OR LATERAL, SIMPLE OR COMPLEX",1C,Existing
521,SB835T,"WEDGE RESECTION OF TOE NAIL (MULTIPLE TOES), MEDIAL AND/OR LATERAL, SIMPLE OR COMPLEX",2B,Existing
522,SB836T,"TENDON (LOWER LIMB), VARIOUS LESIONS, TENDON TRANSFER (SINGLE",4A,New
523,SB837T,"TENDON (LOWER LIMB), CONTRACTURE TENOTOMY, WITH/WITHOUT CAST APPLICATION",3A,New
524,SB701U,"UPPER LIMB/LOWER LIMB, MAJOR SOFT TISSUE
DEFECTS, FREE FLAP",7C,Existing
525,SB702U,"UPPER LIMB/LOWER LIMB, MAJOR SOFT TISSUE DEFECTS, PEDICLED FLAP",5C,Existing
526,SB703U,"UPPER LIMB/LOWER LIMB, MALIGNANT TUMOUR, SOFT
TISSUE, RADICAL EXCISION",5C,Existing
527,SB704U,"UPPER LIMB/LOWER LIMB, UPPER LIMB FRACTURES, MINIMALLY INVASIVE FIXATION",4B,Existing
528,SB800U,"UPPER LIMB, CONGENITAL DEFORMITY, MAJOR RECONSTRUCTION",6B,Existing
529,SB801U,"UPPER LIMB, DEFORMITY, BONY AND SOFT TISSUE RECONSTRUCTION",5C,Existing
530,SB802U,"UPPER LIMB, FRACTURE/DISLOCATION, MANIPULATION AND REDUCTION",1B,Existing
531,SB803U,"UPPER LIMB, ISCHEMIA, FASCIOTOMY",2B,Existing
532,SB804U,"UPPER LIMB, TRAUMA, MAJOR REPLANTATION",7B,Existing
533,SB805U,"UPPER LIMB, VARIOUS LESIONS, AMPUTATION",5C,Existing
534,SB806U,"UPPER LIMB, VARIOUS LESIONS, FOREQUARTER AMPUTATION",6B,Existing
535,SB807U,"UPPER LIMB, VARIOUS LESIONS, VASCULARISED FREE MUSCLE TRANSFER",7A,Existing
536,SB808U,"UPPER LIMB/LOWER LIMB, OPEN/CLOSED REDUCTION AND DEFINITIVE FIXATION WITH RING EXTERNAL
FIXATION WITH/WITHOUT WOUND DEBRIDEMENT",5A,New
537,SB809U,UPPER LIMB / LOWER LIMB RING EXTERNAL FIXATOR WITH GRADUAL DEFORMITY CORRECTION / LENGTHENING / SHORTENING / BONE TRANSPORT,6A,New
538,SB810U,"UPPER LIMB/LOWER LIMB DEFORMITY AND LIMB LENGTH DEFORMITY, OSTEOTOMY/OSTEOTOMIES FOR ACUTE DEFORMITY CORRECTION AND USE OF INTRAMEDULLARY LENGTHENING NAIL DEVICE FOR GRADUAL LIMB LENGTHENING",6A,New
539,SB700W,"WRIST, THERAPEUTIC ARTHROSCOPY",4A,Existing
540,SB701W,"WRIST, AVASCULAR NECROSIS, RADIAL
RECESSION/ULNAR LENGTHENING,",4C,Existing
541,SB702W,"WRIST, DISTAL OR RADIAL ULNAR JOINT (DRUJ) INSTABILITY, COMPLEX LIGAMENT RECONSTRUCTION",4B,Existing
542,SB703W,"WRIST, DISTAL OR RADIAL ULNAR JOINT (DRUJ) INSTABILITY, DARRACH OR SIMILAR PROCEDURE",3A,Existing
543,SB704W,"WRIST, DISTAL RADIUS FRACTURE, M&R, PERCUTANEOUS PINNING",3B,Existing
544,SB705W,"WRIST, DISTAL RADIUS FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) (SIMPLE OPEN REDUCTION AND PINNING)",3C,Existing
545,SB706W,"WRIST, DISTAL RADIUS FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) (COMPLEX, WITH AUTOLOGOUS BONE GRAFT)",4C,Existing
546,SB707W,"WRIST, DISTAL RADIUS FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) (WITH ULNAR
HEAD/STYLOID FIXATION/TFCC REPAIR)",4C,Existing
547,SB708W,"WRIST, JOINT, VARIOUS LESIONS, PROXIMAL ROW
CARPECTOMY OR 4 CORNER FUSION",5C,Existing
548,SB709W,"WRIST, LUNATE DISLOCATION/PERILUNATE DISLOCATION/COMPLEX LIGAMENT INJURY, RECONSTRUCTION",6B,Existing
549,SB710W,"WRIST, SCAPHOID FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) WITH BONE GRAFTING",4B,Existing
550,SB711W,"WRIST, SCAPHOID OR CARPUS, VASCULARISED BONE GRAFT",4C,Existing
551,SB712W,"WRIST, ULNAR HEAD/STYLOID FRACTURE, PERCUTANEOUS PINNING/FIXATION",2B,Existing
552,SB713W,"WRIST, VARIOUS LESIONS, PRIMARY TOTAL JOINT ARTHROPLASTY WITH AUGMENTATION, REQUIRING EXTRA IMPLANTS OR BONE GRAFTS",6B,Descriptor change
553,SB714W,"WRIST, VARIOUS LESIONS, PRIMARY TOTAL JOINT ARTHROPLASTY",6A,Descriptor change
554,SB715W,"WRIST, VARIOUS LESIONS, REVISION TOTAL JOINT ARTHROPLASTY",6C,Descriptor change
555,SB800Z,"ZYGOMA, DOWN FRACTURE, OSTECTOMY/ARTICULAR
EMINECTOMY/AUGMENTATION",5C,Existing
556,SB801Z,"ZYGOMA, FRACTURE, ELEVATION",5A,Existing
1,SC700A,"AUTOFLUORESCENCE/ NARROW BAND IMAGING (NBI)
BRONCHOSCOPY",3A,Existing
2,SC700B,"LUNG, BRONCHOSCOPY, INSERTION OF PROSTHESIS6",3B,Descriptor change
3,SC702B,"BRONCHUS/LUNG, TRANSBRONCHIAL NEEDLE ASPIRATION OF MEDIASTINAL LYMPH NODES, WITH OR WITHOUT ENDOBRONCHIAL ULTRASOUND (EBUS)",3A,Existing
4,SC703B,"BRONCHUS/LUNG, BRONCHOSCOPY WITH/WITHOUT BIOPSY",1B,Existing
5,SC704B,"BRONCHUS/LUNG, BRONCHOSCOPY WITH BIOPSY, BRONCHOALVEOLAR LAVAGE",2A,Existing
6,SC705B,"BRONCHUS/LUNG, BRONCHOSCOPY, BLIND TRANSBRONCHIAL LUNG BIOPSY FOR DIFFUSE DISEASE",2A,Existing
7,SC706B,"BRONCHUS/LUNG, BRONCHOSCOPY, TARGETED
TRANSBRONCHIAL LUNG BIOPSY FOR FOCAL LESIONS (IMAGING-GUIDED)",2C,Existing
8,SC707B,"BRONCHUS/LUNG, BRONCHOSCOPY, WITH DILATATION OF TRACHEAL AND BRONCHIAL STRICTURE",3A,Existing
9,SC800B,"BRONCHUS, FOREIGN BODY, REMOVAL VIA
BRONCHOTOMY",4A,Existing
10,SC801B,"BRONCHUS, VARIOUS LESIONS, BRONCHOPLASTIC PROCEDURE",5C,Existing
11,SC802B,"BRONCHUS/TRACHEA, VARIOUS LESIONS, LASER
APPLICATION",4A,Existing
12,SC818B,"BRONCHUS, VARIOUS LESIONS, BRONCHIAL THERMOPLASTY/BRONCHUS RADIOFREQUENCY ABLATION",3A,Existing
13,SC800D,"DIAPHRAGM, TUMOR, EXCISION",5A,Existing
14,SC801D,"DIAPHRAGM, TUMOR, EXCISION WITH WEDGE RESECTION OF LUNG",6B,Existing
15,SC802D,"DIAPHRAGM, VARIOUS LESIONS, PLICATION",3C,New
16,SC700L,"LARYNX, LARYNGEAL MASK AIRWAY",MSP,Existing
17,SC701L,"LUNG, VARIOUS LESIONS, PNEUMONECTOMY/LOBECTOMY/SEGMENTAL RESECTION",5B,Existing
18,SC702L,"LUNG, MASSIVE HEMOPTYSIS, BRONCHIAL ARTERY EMBOLISATION",4B,Existing
19,SC703L,"LUNG, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, SIMPLE (RADIOFREQUENCY,
CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)",3C,Existing
20,SC704L,"LUNG, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, COMPLEX (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)",4A,Existing
21,SC726L,"LUNG, VARIOUS LESIONS, LUNG RESECTION WITH MEDIASTINAL RESECTION, ANY APPROACH",6C,Existing
22,SC801L,"LUNG, VARIOUS LESIONS, REPEAT/MULTIPLE/COMPLEX
RESECTIONS",5A,Existing
23,SC802L,"LUNG, VARIOUS LESIONS, WEDGE RESECTION",3C,Existing
24,SC800M,"MOUTH, VARIOUS LESIONS, LASER APPLICATION",2B,Existing
25,SC702P,"LUNG, PULMONARY ENDARTERECTOMY WITH CARDIOPULMONARY BYPASS",7C,Existing
26,SC700T,"THORAX, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE/CATHETER ADJUSTMENT/CHECK
TUBE",1A,Existing
27,SC701T,"THORAX, COASTAL CARTILAGE, HARVEST AND CREATION OF EAR CARTILAGE FRAMEWORK",5A,Existing
28,SC702T,"THORAX, EVACUATION OF RETAINED HAEMOTHORAX",4A,Descriptor change
29,SC703T,"THORAX, MEDIASTINUM, MEDIASTINOSCOPY WITH/WITHOUT BIOPSY",3B,Existing
30,SC704T,"THORAX, PLEURAL EFFUSION, BIOPSY",1C,Existing
31,SC705T,"THORAX, RESUSCITATIVE TRAUMA THORACOTOMY (HAEMOSTASIS, DAMAGE CONTROL, ORGAN REPAIR)",5A,Existing
32,SC706T,"THORAX, RIBS, OPEN FIXATION OF RIB FRACTURES (>3 RIBS)",5A,Existing
33,SC707T,"THORAX, RIBS, OPEN FIXATION OF RIB FRACTURES (1 - 3 RIBS)",4A,Existing
34,SC708T,"THORAX, PERICARDIAL WINDOW CREATION",3C,Existing
35,SC709T,"THORAX, MIS DECORTICATION",5B,Existing
36,SC710T,"THORAX, MIS PLEURODESIS BILATERAL",4B,Existing
37,SC711T,"THORAX, MIS THYMECTOMY",6B,Existing
38,SC712T,"THORAX, THORACOSCOPY FOR PLEURODESIS",3C,Existing
39,SC713T,"THORAX, TRAUMA RELOOK THORACOTOMY (INCLUDES HAEMOSTASIS, REMOVAL OF PACKS)",4A,Existing
40,SC714T,"THORAX, THORACOSCOPY, WITH/WITHOUT DIVISION OF PLEURAL ADHESIONS",2A,Existing
41,SC715T,"THORAX, EFFUSION/FLUID/ABSCESS COLLECTION,
IMAGING GUIDED PERCUTANEOUS DRAINAGE CATHETER INSERTION",1C,Existing
42,SC716T,"THORAX, PLEURAL EFFUSION, ASPIRATION",1A,Existing
43,SC717T,"THORAX, TUMOR (MEDIASTINAL), COMPLEX RESECTION",6A,Existing
44,SC718T,"THORAX, VARIOUS LESIONS, IMAGING GUIDED
PERCUTANEOUS BIOPSY",2A,Existing
45,SC719T,"TRACHEA, ENDOTRACHEAL INTUBATION",MSP,Existing
46,SC720T,"TRACHEA, ENDOTRACHEAL INTUBATION RAPID SEQUENCE INDUCTION",MSP,Existing
47,SC721T,"TRACHEA, TRACHEOSTOMY, REPLACEMENT",MSP,Existing
48,SC722T,"TRACHEA, TRACHEOSTOMY, REVISION AND REINSERTION",3C,Existing
49,SC723T,"TRACHEA/BRONCHUS, STRICTURE, IMAGING GUIDED BALLOON DILATATION",2C,Existing
50,SC724T,"TRACHEA/BRONCHUS, STRICTURE, IMAGING GUIDED STENT PLACEMENT",3A,Existing
51,SC800T,"THORAX, EMPYEMA, RESECTION OF RIB AND OPEN DRAINAGE",2C,Existing
52,SC801T,"THORAX, MEDIASTINAL LESIONS, CERVICAL EXPLORATION WITH/WITHOUT BIOPSY",1A,Existing
53,SC802T,"THORAX, PECTUS EXCAVATUM/PECTUS CARINATUM, RADICAL CORRECTION",4B,Existing
54,SC803T,"THORAX, EFFUSION/FLUID/ABSCESS COLLECTION, IMAGING GUIDED PERCUTANEOUS
ASPIRATION/DIAGNOSTIC TAP",1A,Existing
55,SC804T,"THORAX, TUMOR (MEDIASTINAL), RESECTION",5A,Existing
56,SC805T,"THORAX, VARIOUS LESIONS, CHEST WALL RESECTION
AND MAJOR RECONSTRUCTION",5B,Existing
57,SC806T,"THORAX, VARIOUS LESIONS, CHEST WALL RESECTION
AND MINOR RECONSTRUCTION",4A,Existing
58,SC807T,"THORAX, VARIOUS LESIONS, INTERCOSTAL DRAIN (INSERTION WITHOUT RESECTION OF RIB)",1C,Existing
59,SC808T,"THORAX, VARIOUS LESIONS, INTRATHORACIC OPERATION ON LUNGS/BRONCHIAL TREE/MEDIASTINUM",4A,Existing
60,SC809T,"THORAX, VARIOUS LESIONS, THORACOPLASTY (COMPLETE)",4A,Existing
61,SC810T,"THORAX, VARIOUS LESIONS, THORACOPLASTY (IN STAGES) - EACH STAGE",4A,Existing
62,SC811T,"THORAX, VARIOUS LESIONS, THORACOTOMY (EXPLORATION) WITH/WITHOUT BIOPSY",3B,Existing
63,SC812T,"THORAX, VARIOUS LESIONS, THORACOTOMY FOR PLEURECTOMY/PLEURODESIS/ ENUCLEATION  HYDATID CYSTS",3C,Existing
64,SC813T,"THORAX, VARIOUS LESIONS, THORACOTOMY WITH PULMONARY DECORTICATION, WITH OR WITHOUT
THORACOPLASTY AND/OR MYOPLASTY",5A,Existing
65,SC814T,"TRACHEA, FOREIGN BODY, REMOVAL",1C,Existing
66,SC815T,"TRACHEA, TRACHEO-ESOPHAGEAL FISTULA, LIGATION
AND DIVISION",5C,Existing
67,SC816T,"TRACHEA, VARIOUS LESIONS, TRACHEA RECONSTRUCTION",5C,Existing
68,SC817T,"TRACHEA, VARIOUS LESIONS, WITH/WITHOUT IMAGE GUIDED (E.G. BRONCHOSCOPY), CREATION OF
TRACHEOSTOMY",2C,Descriptor change
69,SC818T,"TRACHEA, VARIOUS LESIONS, TRACHEA RECONSTRUCTION WITH CARDIOPULMONARY BYPASS",7A,New
70,SC819T,"TRACHEA, VARIOUS LESIONS, TRACHEA AND BRONCHUS RECONSTRUCTION WITH CARDIOPULMONARY BYPASS",7B,New
71,SC820T,"THORAX, VARIOUS LESIONS, CHEST TOILET/ IRRIGATION/ DELAYED CLOSURE",1C,New
1,SD700A,"AORTA, ANEURYSM, JUXTARENAL TYPE",6B,Existing
2,SD701A,"AORTA, RUPTURED  AORTIC ANEURYSM (THORACIC OR
ABDOMINAL), ENDO-VASCULAR AORTIC REPAIR (EVAR)",6C,Existing
3,SD702A,"AORTIC DISSECTION, ENDOVASCULAR FENESTRATION",3B,Existing
4,SD703A,"AORTIC DISSECTION, ENDOVASCULAR STENT GRAFT REPAIR",5C,Existing
5,SD704A,ARRHYTHMIA SURGERY MAZE (INCLUDES THE MINI- MAZE PROCEDURE WITH RADIOFREQUENCY CLAM),6B,Existing
6,SD705A,"ARTERIOVENOUS FISTULA GRAFT, THROMBECTOMY",3A,Existing
7,SD706A,"ARTERIOVENOUS FISTULA, ANGIOGRAM",2A,Existing
8,SD707A,"ARTERIOVENOUS FISTULA, ANGIOPLASTY WITH/WITHOUT STENTING",3A,Existing
9,SD708A,"ARTERIOVENOUS FISTULA, LIGATION OF SIDE BRANCH",2A,Existing
10,SD709A,"ARTERIOVENOUS FISTULA, SYNTHETIC GRAFT",5A,Existing
11,SD710A,"ARTERY,LARGE, INJURY, REPAIR WITH GRAFTING",5A,Existing
12,SD711A,"ARTERY,SMALL, INJURY, REPAIR (MULTIPLE)",5C,Existing
13,SD712A,"ARTERY, SMALL, INJURY, REPAIR (SINGLE)",4A,Existing
14,SD713A,"ARTERY, BYPASS, ABOVE/BELOW-KNEE WITH VEIN",5C,Existing
15,SD714A,"ARTERY, BYPASS, DISTAL LEG/PEDAL WITH VEIN",6B,Existing
16,SD715A,"ARTERY, BYPASS, VISCERAL, MULTIPLE",7A,Existing
17,SD716A,"ARTERY, BYPASS, VISCERAL, SINGLE",6B,Existing
18,SD742A,"ARTERY, PERIPHERAL ARTERIAL, DIAGNOSTIC INTRAVASCULAR ULTRASOUND (IVUS)",1A,New
19,SD718A,"ARTERY, PLACEMENT ARTERIAL (PA) LINE INSERTION",MSP,Existing
20,SD719A,"ARTERY, STENOSIS/OCCLUSION, PERCUTANEOUS ATHERECTOMY (MECHANICAL OR  LASER)",3B,Existing
21,SD720A,"ARTERY, STENOSIS/OCCLUSION (E.G. PULMONARY, COARCTATION, SUBINTIMAL, BELOW KNEE), PERCUTANEOUS ANGIOPLASTY (PTA), DIFFICULT",4A,Existing
22,SD721A,"ARTERY, STENOSIS/OCCLUSION, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA), SIMPLE",3A,Existing
23,SD722A,"ARTERY, THROMBOSIS, PERCUTANEOUS CATHETER DIRECTED THROMBOLYSIS, WITH OR WITHOUT ANGIOPLASTY/STENTING",4A,Existing
24,SD723A,"ARTERY, TUMOUR, TRANS-ARTERIAL CHEMO- EMBOLIZATION (TACE)",4A,Existing
25,SD724A,"ARTERY, TUMOUR, TRANS-ARTERIAL RADIO NUCLIDE
INFUSION",4B,Existing
26,SD725A,"ARTERY, VARIOUS LESIONS, DIAGNOSTIC ANGIOGRAM OF MULTIPLE VESSELS",3A,Existing
27,SD726A,"ARTERY, VARIOUS LESIONS, DIAGNOSTIC ANGIOGRAM USING MICROCATHETER, WITH OR WITHOUT INTRAVASCULAR IMAGING",3B,Existing
28,SD727A,"ARTERY, VARIOUS LESIONS, ENDOVASCULAR STENT GRAFT / COVERED STENT PLACEMENT",3B,Existing
29,SD728A,"ARTERY, VARIOUS LESIONS, ENDOVASCULAR STENT PLACEMENT",3B,Existing
30,SD729A,"ARTERY, VARIOUS LESIONS, FLUSH AORTOGRAM OR SINGLE VESSEL DIAGNOSTIC ANGIOGRAM",2C,Existing
31,SD730A,"ARTERY, VARIOUS LESIONS, PERCUTANEOUS TRANSCATHETER EMBOLISATION OF 1 TO 2 VESSELS",4A,Existing
32,SD731A,"ARTERY, VARIOUS LESIONS, PERCUTANEOUS TRANSCATHETER EMBOLISATION OF MORE THAN 2
VESSELS",4B,Existing
33,SD732A,"ARTERY-PSEUDOANEURYSM, EXCISION AND LIGATION",4A,Existing
34,SD733A,"ARTERY-PSEUDOANEURYSM, EXCISION AND PATCH
REPAIR",5A,Existing
35,SD734A,"ARTERY-PSEUDOANEURYSM, THROMBIN INJECTION",2A,Existing
36,SD735A,"ARTERY-VISCERAL, STENOSIS, ANGIOPLASTY OF VISCERAL ARTERY",3A,Existing
37,SD736A,"ARTERY-VISCERAL, STENOSIS, STENTING",3B,Existing
38,SD737A,TRANSCATHETER VALVE OR CLIP IMPLANTATION WITH/WITHOUT TEE GUIDANCE (ENDOVASCULAR APPROACH),6A,Existing
39,SD738A,"AORTA, THORACIC AORTIC ANEURYSM, THORACIC ENDOVASCULAR ANEURYSM REPAIR (TEVAR)",6C,Existing
40,SD739A,"AORTA, THORACOABDOMINAL AORTIC ANEURYSM, ENDOVASCULAR ANEURYSM REPAIR (EVAR)",7A,Existing
41,SD741A,"AORTA, TOTAL ARCH REPLACEMENT",7C,Existing
42,SD800A,"AORTA, ABDOMINAL AORTIC ANEURYSM, EXCISION AND INSERTION OF GRAFT",6B,Existing
43,SD801A,"AORTA, DESCENDING AORTIC ANEURYSM, EXCISION AND INSERTION OF GRAFT",7A,Existing
44,SD802A,"AORTA, RUPTURED ABDOMINAL AORTIC ANEURYSM, EXCISION AND INSERTION OF GRAFT",6B,Existing
45,SD803A,"AORTA, THORACO-ABDOMINAL ANEURYSM, EXCISION AND INSERTION OF GRAFT",7C,Existing
46,SD804A,"AORTA, VARIOUS LESIONS, INSERTION/REMOVAL OF
INTRA AORTIC BALLOON",3A,Existing
47,SD805A,"ARTERY (DISTAL EXTREMITY/DIGIT), VARIOUS LESIONS, MICROVASCULAR REPAIR",6B,Existing
48,SD806A,"ARTERY (EXTREMITY), THROMBOSIS,
ENDARTERECTOMY",4C,Existing
49,SD807A,"ARTERY (FEMORAL/ILIAC), THROMBOSIS, ENDARTERECTOMY",4C,Existing
50,SD808A,"ARTERY (LARGE), VARIOUS LESIONS, LIGATION",3A,Existing
51,SD809A,"ARTERY (MAJOR), ANEURYSM, EXCISION AND INSERTION OF GRAFT",5C,Existing
52,SD810A,"ARTERY (MAJOR), TRAUMA, REPAIR",5C,Existing
53,SD811A,"ARTERY (NECK AND EXTREMITIES), EMBOLISM, EMBOLECTOMY",3A,Existing
54,SD812A,"ARTERY (OTHERS), THROMBOSIS, ENDARTERECTOMY",4C,Existing
55,SD813A,"ARTERY (TEMPORAL), VARIOUS LESIONS, BIOPSY",2A,Existing
56,SD814A,"ARTERY (TRUNK), EMBOLISM, EMBOLECTOMY",4A,Existing
57,SD815A,"ARTERY, ARTERIO-VENOUS FISTULA (LARGE), EXCISION",6B,Existing
58,SD816A,"ARTERY, ARTERIO-VENOUS FISTULA (SMALL), EXCISION",4A,Existing
59,SD817A,"ARTERY, ARTERIO-VENOUS FISTULA, DISSECTION AND REPAIR WITH RESTORATION OF CONTINUITY",5A,Existing
60,SD818A,"ARTERY, DEFECT, ARTERIAL PATCH GRAFT",4A,Existing
61,SD819A,"ARTERY, TRAUMA/RESECTION, ARTERIAL ANASTOMOSIS",5A,Existing
62,SD820A,"ARTERY, TRAUMA/RESECTION, MICRO-VASCULAR GRAFT",6B,Existing
63,SD821A,"ARTERY, VARIOUS LESIONS, ARTERIO-VENUOUS FISTULA CREATION",3C,Existing
64,SD822A,"ARTERY, VARIOUS LESIONS, AXILLARY- FEMORAL/SUBCLAVIAN-FEMORAL BY-PASS",5C,Existing
65,SD823A,"ARTERY, VARIOUS LESIONS, BY-PASS/GRAFT",5C,Existing
66,SD824A,"ARTERY, VARIOUS LESIONS, INTRA-ARTERIAL INFUSION",3A,Existing
67,SD825A,"ARTERY, VARIOUS LESIONS, INVASIVE BLOOD
PRESSURE MEASUREMENT",MSP,Existing
68,SD826A,"ARTERY, VARIOUS LESIONS, LIGATION (INCLUDE REPAIR OF ARTIFICIAL ARTERIO-VENOUS FISTULA)",2A,Existing
69,SD827A,"ARTERY, VARIOUS LESIONS, TRANSLUMINAL ARTERIOPLASTY",3A,Existing
70,SD828A,"ARTERY-CAROTID, THROMBOSIS, ENDARTERECTOMY",5C,Existing
71,SD829A,"ARTERY-PROFUNDA FEMORIS, STENOSIS, PROFUNDOPLASTY",4A,Existing
72,SD830A,"ARTERY-PULMONARY, PULMONARY EMBOLISM, PULMONARY EMBOLECTOMY USING CARDIOPULMONARY BYPASS",6C,Existing
